user_id,screen_name,created_at,status_id,favorite_count,retweet_count,text,reply_count,ratio,ratio_inv,timestamp_scrape
x16302242,stephenasmith,2018-11-09T18:41:05Z,x1060965515030487041,91,28,"He’s not detrimentally affecting the team the way Wall is right now. That’s what I’m saying. If Beal does, I’ll get in his ass, too. Does it sound like I’m playing? If y’all think I am, you’d better ask somebody! https://t.co/mIepiLnDcD",13,0.1092436974789916,9.153846153846153,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:28:23Z,x1060977420700868608,310,36,What’s the matter? You’re feelings’ hurt??? https://t.co/GemmCOMUXW,34,0.09826589595375723,10.176470588235293,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-10T02:18:10Z,x1061080546023899136,706,108,"Damnit. Now @JohnWall is struggling. But it ain’t for a lack of effort. He’s trying. He plays like this, they’ll win most nights in DC.",78,0.09582309582309582,10.435897435897436,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-11T14:18:41Z,x1061624257812271104,2407,350,Nice to see that my man @michaelirvin88 is out of hiding. I see you on @nflnetwork right now....just in time to watch those @dallascowboys get waxed tonight by the @Eagles. You know it’s coming. Brace yourself :-),254,0.0921291258614436,10.854330708661417,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-11T21:10:00Z,x1061727769053331456,3421,504,"Did I not tell y’all what was gonna happen to the @Bengals today? It’s bad enough the @Saints are who they are, but this is not a franchise that’s about winning. One day y’all will listen to me.",320,0.08152866242038216,12.265625,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:28:02Z,x1060977330372304896,1068,252,First Round https://t.co/vNOHavR7Uo,99,0.075,13.333333333333334,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:45:27Z,x1060966613556609024,35,6,"And you would know this, How.......Jermaine Naismith??? https://t.co/Dhsn32DWl2",3,0.07317073170731707,13.666666666666668,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:54:50Z,x1060968976048578560,60,10,Something the Lakers should try and fo https://t.co/Dku1gSyaSm,4,0.05714285714285714,17.5,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:01:17Z,x1060970597830733825,77,25,Intrugued https://t.co/zngvsJURXT,5,0.049019607843137254,20.4,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:45:37Z,x1060966656103526401,24,2,I didn’t say they should https://t.co/kUZm4B8kdO,1,0.038461538461538464,26,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:52:40Z,x1060968432139554816,31,2,Thank you https://t.co/6Xx0Kh6hlO,1,0.030303030303030304,33,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-10T02:13:49Z,x1061079450824015872,3923,623,"Now that’s what the hell im talking about @JohnWall. Giving max effort. Damn-near single-handedly cutting a 23-point deficit to 2 points. That’s what the hell a Franchise player does. Way to go, Boy!!!!!",127,0.027936647602287725,35.795275590551185,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:54:30Z,x1060968894599376896,186,36,Works for me. Lakers need him https://t.co/LKkH0HojI4,6,0.02702702702702703,37,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-11T18:41:26Z,x1061690381375549440,9993,1431,"Awww man, that was real special to see what @MarkIngram22 did after just scoring that TD for the @Saints. He put up the X sign, clearly as a tribute to @DezBryant, who tore his ACL in just his second day of practice with them. That’s real special/Thoughtful!",291,0.025472689075630252,39.25773195876289,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:56:37Z,x1060969426390925312,78,9,Tell’em https://t.co/W0sYGqYY96,2,0.022988505747126436,43.5,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-10T21:14:45Z,x1061366574743867392,26587,7944,Ohhhhh yeaaaaaaaahhhhhh. @JimmyButler to Philly!!!!!!! https://t.co/VHgNtLl73J,787,0.022791115229793518,43.87674714104193,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:53:05Z,x1060968535306919936,40,7,Yes! But that don’t mean it would happen at Arrowhead https://t.co/3GmnB2rA2Y,1,0.02127659574468085,47,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:02:03Z,x1060970791590801408,156,35,Wilder https://t.co/L0FseV4KrU,4,0.020942408376963352,47.75,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:54:10Z,x1060968810369302528,611,130,No need. I’m here; he’s there. Why be on 1 outlet when we can have 2? There’s room. https://t.co/mOwcxAM6PA,15,0.020242914979757085,49.4,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:53:35Z,x1060968662784299008,46,7,Doubt it https://t.co/VrUWoGrHAz,1,0.018867924528301886,53,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:48:03Z,x1060967268727713792,46,8,Stay Tuned https://t.co/EwJAaU58Qh,1,0.018518518518518517,54,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:39:56Z,x1060965227552899072,138,25,"Why ppl acting like I reported something unknown? Everyone saw him there. He was on Instagram, for crying out loud. All I said was: ppl are talking about that stuff affecting his game. And that he needs to pay attention. I’m not apologizing for that. https://t.co/c5d4zLX0Zq",3,0.018404907975460124,54.33333333333333,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:19:18Z,x1060960035503828994,539,114,Stick a FORK in Dallas' SEASON! https://t.co/GJWVgLPBvm,12,0.018376722817764167,54.416666666666664,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:46:15Z,x1060966814702686208,107,10,Puh-leeze https://t.co/k0r3MHeXIt,2,0.017094017094017096,58.49999999999999,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:43:28Z,x1060966117823279104,93,30,"Because Wall brought it up by allowing himself to be seen there on Instagram the night before a damn game in which he lost, that’s why! Any other idiotic damn questions??? https://t.co/UOZ3CGvbox",2,0.016260162601626018,61.49999999999999,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:27:41Z,x1060977242916835329,108,17,https://t.co/PQAuh0JE1e,2,0.016,62.5,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:51:51Z,x1060968226199232512,57,7,"You should, because I mean what the hell I say........unless im@on @GeneralHospital :-) https://t.co/WNM1o2yLG9",1,0.015625,64,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T21:13:28Z,x1061003864806187008,1561,166,MYYY FRIEND @TimTebow.. HAAAAAAAA! https://t.co/MLepCsQ6u4,25,0.01447596988998263,69.08,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:47:26Z,x1060967114763190272,7425,1572,20? Really? What’s next.....a damn parade? https://t.co/hbihuF0p4w,124,0.013782371901745026,72.55645161290323,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:33:07Z,x1060963509289156608,66,9,I still say it. But if he stays this may possibly be how he should be used https://t.co/wbXY0jBasQ,1,0.013333333333333334,75,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:50:37Z,x1060967916479275008,185,63,None of your damn busibess https://t.co/6LdL29nVRS,3,0.012096774193548387,82.66666666666667,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:41:53Z,x1060965717053337600,72,13,"He’d lose. As would any delusional, disgusting @dallascowboys fan; the WORSE in American History. https://t.co/aup0m1rW2O",1,0.011764705882352941,85,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:56:15Z,x1060969330983071744,13169,4296,Drew Brees https://t.co/52PVJQ6wHf,204,0.011680503864872602,85.61274509803921,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:56:05Z,x1060969292416466944,253,33,Can it get worse? https://t.co/Hmc0pC3gmr,3,0.01048951048951049,95.33333333333333,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:42:34Z,x1060965890890489856,831,418,"Hell, as fly as that club is, it might be my downfall too, eventually 😀 https://t.co/3TvUnHvbpI",13,0.010408326661329063,96.07692307692308,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:52:32Z,x1060968395800240129,74,23,Bral https://t.co/nTonOCaAMS,1,0.010309278350515464,97,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:44:48Z,x1060966452897837056,79,23,STHU https://t.co/yoMVFy0TjI,1,0.00980392156862745,102,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:01:02Z,x1060970536207966208,105,11,Not regarding Kawhi https://t.co/07IhyZLRwg,1,0.008620689655172414,116,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:57:03Z,x1060969534008438784,395,74,Work https://t.co/J6dyBfSEbG,4,0.008528784648187633,117.25,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:52:04Z,x1060968280876179456,101,20,Figure it out https://t.co/3zzZJHICAo,1,0.008264462809917356,121,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:51:01Z,x1060968015414493185,8255,2143,Prayer https://t.co/AOa2epspIL,84,0.008078476630121177,123.78571428571429,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:00:47Z,x1060970472873984000,134,13,Haaaaaaa https://t.co/niA49HgPc4,1,0.006802721088435374,147,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T16:15:45Z,x1060928942868193280,37371,8248,SICKO MODE https://t.co/hq8LPy9buK,243,0.00532672789846336,187.73251028806584,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:29:21Z,x1060962561800073216,375,51,I appreciate the question. I really do. But we all know @KingJames is in another stratosphere. My ego is not THAT out of control. I am not a delusional man:-) https://t.co/hrcw0Lk9bO,2,0.004694835680751174,213,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-07T19:16:14Z,x1060249584939794433,210,36,Could we really see an undefeated Duke team? Tune in NOW to the Stephen A. Smith radio show on #ESPNews and #ESPNRadio . https://t.co/StBF45iA8i,1,0.0040650406504065045,245.99999999999997,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:52:18Z,x1060968340447932417,497,267,Not me :-) https://t.co/CSZOz7671Q,2,0.002617801047120419,382,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T18:36:01Z,x1060964243141353473,277,161,I’ll be there. Ain’t no shame in my game :-) https://t.co/lhwAyuCaV2,1,0.00228310502283105,438,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-08T23:17:47Z,x1060672760576393216,1635,280,I kinda like Brandon Ingram at point guard! https://t.co/xEiqQcy9dv,4,0.0020887728459530026,478.75,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-07T20:59:53Z,x1060275671518380035,6387,1797,Trade Brandon Ingram to put BETTER pieces around LeBron James! https://t.co/GI5qodEC6a,12,0.001466275659824047,682,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T05:46:29Z,x1060770580574756864,3097,674,Zion! https://t.co/jlUuSRjbHn,3,7.955449482895784e-4,1257,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-06T22:31:44Z,x1059936398864736263,8519,3410,Public service announcement to Cowboys Nation. https://t.co/jMS2pkZ4bN,3,2.5148797049207814e-4,3976.333333333333,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-07T21:28:54Z,x1060282972719513605,6918,1864,"Happy for my man @DezBryant! To me, this is a NO-BRAINER. https://t.co/34mtEIFpRH",2,2.277385561375541e-4,4391,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-06T03:55:34Z,x1059655505197510656,16001,3736,Hey! How ‘Bout Dem @dallascowboys........Haaaaaaaaa!!!! “Didn’t I tell ya (My Bernie Mack Voice). Didn’t I M-Fing Tell ya! Sick-a-this-S&amp;@$!” Haaaaaa. I can relax now.,1,5.0666261336575975e-5,19737,2018-11-12T17:48:00Z
x16302242,stephenasmith,2018-11-09T19:00:39Z,x1060970440762384384,81,6,Thank you https://t.co/n0EWWgSpa9,0,0,NA,2018-11-12T17:48:00Z
