user_id,screen_name,created_at,status_id,favorite_count,retweet_count,text
x52529345,MichelleDBeadle,2018-11-02T23:27:08Z,x1058500787515650048,105,5,"Countdown in 4 minutes on ESPN.  #OOTD #ThanksNBA @ Los Angeles, California https://t.co/m2N4miy9VJ"
x52529345,MichelleDBeadle,2018-11-04T21:43:21Z,x1059199446104236034,39,1,The 1st five minutes of the first episode of ‘Evil Genius.’ https://t.co/WyTJrSUoJF
x52529345,MichelleDBeadle,2018-11-06T15:44:33Z,x1059833925059526656,592,26,Happy Tuesday. https://t.co/u7bzJXIqCS
x52529345,MichelleDBeadle,2018-11-07T07:35:27Z,x1060073227953725440,908,30,"Almost midnight.  Didn’t get fired. Good night, friends. https://t.co/cHbwDdI9fX"
x52529345,MichelleDBeadle,2018-11-07T17:30:11Z,x1060222898781151232,119,9,Oh Wednesday. https://t.co/UmBjcPwnsn
x52529345,MichelleDBeadle,2018-11-08T15:37:16Z,x1060556868282572801,3712,859,Running with a narrative that wrongly identifies this latest shooter as Middle Eastern (he’s not) while retweeting a doctored video showing an ‘assault’ (didn’t happen) is the literal definition of ‘fake news.’ Meanwhile 12 more innocent people are dead. Rinse. Repeat.
x52529345,MichelleDBeadle,2018-11-10T01:12:39Z,x1061064057309007872,47,20,"#Repost @kristaallenxo with get_repost
・・・
#Repost loveleorescue
・・・
🆘URGENT: As of 2pm, West Valley has already taken in more than 40 animals, mostly dogs and cats, as well as a couple… https://t.co/rn9fSdou92"
x52529345,MichelleDBeadle,2018-11-10T18:37:46Z,x1061327069341077505,441,258,"If you’re in the area, and can, these items are being accepted at 19040 Vanowen St in Reseda. #Woolseyfire https://t.co/e1BjWAjyz1"
x52529345,MichelleDBeadle,2018-11-10T20:59:11Z,x1061362656026681344,190,20,https://t.co/ji2mlxkLbh
x52529345,MichelleDBeadle,2018-11-10T22:34:47Z,x1061386715493892096,388,58,https://t.co/eia8aaIIxO
x52529345,MichelleDBeadle,2018-11-14T15:54:23Z,x1062735502426558464,118,19,https://t.co/m1rRApcwSE
x52529345,MichelleDBeadle,2018-11-15T03:57:04Z,x1062917371290017792,215,97,If you can... https://t.co/GBv6loTQoQ
x52529345,MichelleDBeadle,2018-11-16T17:12:29Z,x1063479934025326592,370,23,Are these two medicated? Or just super cool. https://t.co/fmrIgABCPQ
